uniqueid,assignmentid,workerid,hitid,ipaddress,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,datastring
A2YPWT2UKHWRN0:30H4UDGLT2IALD42HWKFMFA45S3PMQ,30H4UDGLT2IALD42HWKFMFA45S3PMQ,A2YPWT2UKHWRN0,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:35:48.365309,,2015-12-01 19:45:55.257922,0,101,
A22BJNUV7KTOGG:3YDGXNSEOZU9BVGFPBI8EZYEURK84W,3YDGXNSEOZU9BVGFPBI8EZYEURK84W,A22BJNUV7KTOGG,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:56:21.892141,,2015-12-01 20:09:27.952665,0,101,
A2ESSXPP9G55YR:3O6CYIULED1JIU6C2KPW5JZUBBCUWL,3O6CYIULED1JIU6C2KPW5JZUBBCUWL,A2ESSXPP9G55YR,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 21:01:26.88756,,2015-12-01 21:18:51.707729,0,101,
A1OBB3PWYWK9KK:3KXIR214I4GYPGEQ9U9748LB8RT24O,3KXIR214I4GYPGEQ9U9748LB8RT24O,A1OBB3PWYWK9KK,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:12:23.173844,,2015-12-01 20:23:37.341179,0,101,
A11ADYXDP99KL0:39ASUFLU6X7HIYEGMP6D3KRYZU2XEP,39ASUFLU6X7HIYEGMP6D3KRYZU2XEP,A11ADYXDP99KL0,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:06:54.24413,,2015-12-04 05:22:03.471629,0,102,
A3FAVREJFQ4S5G:3VZLGYJEYLAFTT5CICKQOUSGMVWXZ5,3VZLGYJEYLAFTT5CICKQOUSGMVWXZ5,A3FAVREJFQ4S5G,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:32:05.488953,,2015-12-01 20:45:17.33932,0,101,
A38WQHKCG137Z:3H7XDTSHKCR0DC5HIF0F14Y327WGWE,3H7XDTSHKCR0DC5HIF0F14Y327WGWE,A38WQHKCG137Z,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 00:54:45.678186,,2015-12-04 01:06:13.167758,0,101,
A2QCDKTLMY4P48:3EFE17QCRC5L6RJJIG8WPF7JBQFSH4,3EFE17QCRC5L6RJJIG8WPF7JBQFSH4,A2QCDKTLMY4P48,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 21:46:08.667886,,2015-12-01 21:58:30.96914,0,101,
AN9O8V1JFG9T9:31N2WW6R9RQX8E7YXBJVEMNU3V23FO,31N2WW6R9RQX8E7YXBJVEMNU3V23FO,AN9O8V1JFG9T9,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:36:27.68646,,2015-12-01 20:50:36.146638,0,101,
AOLE6YAPCVY1Z:30ZX6P7VF8VOSYXBC1WBAAAUQOJJ2W,30ZX6P7VF8VOSYXBC1WBAAAUQOJJ2W,AOLE6YAPCVY1Z,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:34:54.755478,,,0,103,
A3EVR7FOPM6EA0:3IFS6Q0HJIJL2MU3OYQHPR8YB3ZSI2,3IFS6Q0HJIJL2MU3OYQHPR8YB3ZSI2,A3EVR7FOPM6EA0,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:21:56.196647,,2015-12-01 23:32:52.230048,0,101,
A2WAQLPXT615HQ:3ZSANO2JCF71SVSDNQKWMUV6VFXFSW,3ZSANO2JCF71SVSDNQKWMUV6VFXFSW,A2WAQLPXT615HQ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 00:14:51.041257,,2015-12-04 00:35:50.869437,0,101,
A1J417MXDEASTS:39ASUFLU6X7HIYEGMP6D3KRYYPOEXH,39ASUFLU6X7HIYEGMP6D3KRYYPOEXH,A1J417MXDEASTS,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 21:03:21.005537,,,0,103,
A3HZ31VAGTVQMQ:3Q5C1WP23M19WE0U4VS34HHKGHA15B,3Q5C1WP23M19WE0U4VS34HHKGHA15B,A3HZ31VAGTVQMQ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:52:31.63067,,2015-12-01 21:03:14.092861,0,101,
A3SLXZURCF9O67:3SKRO2GZ71RCEXLXBIW96602D771KY,3SKRO2GZ71RCEXLXBIW96602D771KY,A3SLXZURCF9O67,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 21:57:30.194756,,2015-12-01 22:12:10.970997,0,101,
A2D4SVIJX42Z6B:3SBEHTYCWN3IY86CN4I67DWZSORYII,3SBEHTYCWN3IY86CN4I67DWZSORYII,A2D4SVIJX42Z6B,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 22:17:51.346307,,,0,103,
A1RTEBQDAOHDQ1:3DYGAII7PL816S2U9PRW3OU9FT9PQM,3DYGAII7PL816S2U9PRW3OU9FT9PQM,A1RTEBQDAOHDQ1,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:21:29.568151,,2015-12-01 23:37:28.76984,0,101,
AED2JN9K7JW63:3J4Q2Z4UTY3RQ1ZVLB5RVI258Q8WQK,3J4Q2Z4UTY3RQ1ZVLB5RVI258Q8WQK,AED2JN9K7JW63,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 22:23:54.845897,,2015-12-01 22:36:12.605531,0,101,
A31ZO4MKHCP3R5:37U1UTWH9VMGC1ID0NELMS9OM9BR8D,37U1UTWH9VMGC1ID0NELMS9OM9BR8D,A31ZO4MKHCP3R5,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 02:14:18.307966,,2015-12-04 02:31:19.013744,0,102,
A2S3MXU8T2I5H0:3YDGXNSEOZU9BVGFPBI8EZYEURU846,3YDGXNSEOZU9BVGFPBI8EZYEURU846,A2S3MXU8T2I5H0,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-02 00:05:24.316983,,2015-12-02 00:26:35.229898,0,101,
A2YRCBZHD3L8G3:3PWWM24LHSYZ8H1SLXZKLK1GAHN827,3PWWM24LHSYZ8H1SLXZKLK1GAHN827,A2YRCBZHD3L8G3,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 00:41:12.363817,,2015-12-04 00:52:42.084842,0,101,
ATC7BGL071LIR:3X73LLYYQ1EOQEREAKRAQLXDOVXHNF,3X73LLYYQ1EOQEREAKRAQLXDOVXHNF,ATC7BGL071LIR,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 21:12:42.505658,,2015-12-03 21:24:39.05318,0,101,
A1L6PGLE7CIS12:3UN61F00HWPXPJZB2P7IA8ZXKJUR5V,3UN61F00HWPXPJZB2P7IA8ZXKJUR5V,A1L6PGLE7CIS12,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 21:14:56.808889,,2015-12-03 21:30:55.388221,0,101,
A25BDZJ7E8I0PG:3JW0YLFXRTGWAYVHXK4XN7KRWVNWWU,3JW0YLFXRTGWAYVHXK4XN7KRWVNWWU,A25BDZJ7E8I0PG,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 01:02:33.223346,,2015-12-04 01:12:27.318546,0,101,
A30AGEDNAI0SHH:37ZHEEHM6WMKTLSSFSLJQUAD6CZ37B,37ZHEEHM6WMKTLSSFSLJQUAD6CZ37B,A30AGEDNAI0SHH,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:09:21.808144,,2015-12-04 05:19:24.877309,0,101,
A2TRH8Y2YNM3QU:3OF2M9AATGO99T65JT51Y0KEQQGZKP,3OF2M9AATGO99T65JT51Y0KEQQGZKP,A2TRH8Y2YNM3QU,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 00:47:44.619207,,2015-12-04 01:00:02.021356,0,102,
A37FVCKAUOBI15:3K3R2QNK8B386YT499F4RZRJDEY9UP,3K3R2QNK8B386YT499F4RZRJDEY9UP,A37FVCKAUOBI15,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 03:12:54.718249,,2015-12-04 03:21:44.169937,0,101,
A22AEEEAJDHREX:3F6HPJW4JD0AYIXAJ0FQZ042SORW2B,3F6HPJW4JD0AYIXAJ0FQZ042SORW2B,A22AEEEAJDHREX,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 00:55:06.119671,,2015-12-04 01:13:18.136242,0,101,
A2LV9EU5DDHICO:30IQTZXKAK6IR8ZMEI7YIVPU5TT0X7,30IQTZXKAK6IR8ZMEI7YIVPU5TT0X7,A2LV9EU5DDHICO,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 04:56:10.470616,,2015-12-04 05:07:35.23367,0,101,
A3VHZF85DI6ZJ7:3A4TN5196KI5ZAUNLUIWAA31QS8HCP,3A4TN5196KI5ZAUNLUIWAA31QS8HCP,A3VHZF85DI6ZJ7,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:28:54.493139,,2015-12-04 05:39:27.077363,0,105,
A2565YHDXS5Q01:3NPI0JQDAO5EY8UMQTLR8T5W05ITPP,3NPI0JQDAO5EY8UMQTLR8T5W05ITPP,A2565YHDXS5Q01,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:46:19.984827,,2015-12-04 05:59:17.341907,0,101,
APWLR2IEWG9UW:3LRLIPTPEQ988LYX71P2H7T5I6QKAT,3LRLIPTPEQ988LYX71P2H7T5I6QKAT,APWLR2IEWG9UW,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:03:21.651383,,2015-12-04 05:22:44.262336,0,101,
A274EEXO989AJB:326O153BMIY3KS9ZVP519DO6JCZDEC,326O153BMIY3KS9ZVP519DO6JCZDEC,A274EEXO989AJB,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 07:47:58.351959,,2015-12-04 08:00:33.630503,0,101,
A2WVK3SRKXBSJ4:39LNWE0K4UW1HZM7D3LH4SQMX52IU1,39LNWE0K4UW1HZM7D3LH4SQMX52IU1,A2WVK3SRKXBSJ4,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 08:19:03.422083,,2015-12-04 08:36:41.106807,0,105,
A2HV9CYJH2IQYE:3C8HJ7UOP7U4ZH6845IHDDCIGW3ZMP,3C8HJ7UOP7U4ZH6845IHDDCIGW3ZMP,A2HV9CYJH2IQYE,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 09:34:57.399812,,2015-12-04 09:49:04.905773,0,101,
AN8CU4CYOL50D:3E7TUJ2EGCMMPWIINEPFHZNVSFOD97,3E7TUJ2EGCMMPWIINEPFHZNVSFOD97,AN8CU4CYOL50D,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 10:30:09.799879,,2015-12-04 10:47:11.910439,0,101,
A1PIOX5NJ0QM23:3ZY8KE4ISJ3EBCZQV10V9GJR2MWQV5,3ZY8KE4ISJ3EBCZQV10V9GJR2MWQV5,A1PIOX5NJ0QM23,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 10:52:07.214773,,,0,104,
A1AVKKVWWFUGLT:37XITHEISW9IO48QHZUQOE57CVORC1,37XITHEISW9IO48QHZUQOE57CVORC1,A1AVKKVWWFUGLT,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 04:10:36.503624,,2015-12-01 04:23:52.476014,0,101,
AJD3JOWNVDZD1:3JRJSWSMQHL5207220ZPW42URUJE3D,3JRJSWSMQHL5207220ZPW42URUJE3D,AJD3JOWNVDZD1,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:51:16.654823,,2015-12-01 19:03:40.535703,0,101,
A35RZY0SR3RZB5:3MMN5BL1WZ43EOZFJYN89C730WCM3C,3MMN5BL1WZ43EOZFJYN89C730WCM3C,A35RZY0SR3RZB5,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:37:32.57073,,,0,103,
A3BJTC39BU7R4V:35K3O9HUABD0ICNVMV0RXDRRUKQEFO,35K3O9HUABD0ICNVMV0RXDRRUKQEFO,A3BJTC39BU7R4V,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:35:24.361118,,2015-12-01 19:49:39.75155,0,101,
A14NP6X071S7GK:3GGAI1SQEVYRROVYCRY92FBX69QCM1,3GGAI1SQEVYRROVYCRY92FBX69QCM1,A14NP6X071S7GK,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:25:53.927814,,2015-12-01 20:35:35.56985,0,101,
AK7LGB1QOGA1P:3PDJHANYK5GGJTLMB35TOABRT1F6HT,3PDJHANYK5GGJTLMB35TOABRT1F6HT,AK7LGB1QOGA1P,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:38:40.988193,,2015-12-01 19:50:52.449779,0,101,
A3SZSUWMN5F2P7:317HQ483I7SOM92YG29VQXYSO8DNIF,317HQ483I7SOM92YG29VQXYSO8DNIF,A3SZSUWMN5F2P7,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:01:38.384939,,2015-12-03 22:10:56.815354,0,101,
A1P5X36RN0XLKC:33CID57104TJ86HUJMMT9ZSE0RLL38,33CID57104TJ86HUJMMT9ZSE0RLL38,A1P5X36RN0XLKC,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:37:56.177432,,2015-12-01 19:51:17.539568,0,101,
A2NGU1RDEBHAB9:3OHYZ19UGC5RYCJC5THVOOAE16NAOF,3OHYZ19UGC5RYCJC5THVOOAE16NAOF,A2NGU1RDEBHAB9,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 21:46:14.885321,,2015-12-01 21:55:24.368856,0,101,
A29E32MWE9CE40:36DSNE9QZ5Y2Z5MGZZU8HNDXRTFOJ7,36DSNE9QZ5Y2Z5MGZZU8HNDXRTFOJ7,A29E32MWE9CE40,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:35:16.484587,,2015-12-01 20:44:25.090146,0,101,
A18KNHVFKH49RO:3DY4FPOOA1OENDEQ8GPVE6TWX33VR5,3DY4FPOOA1OENDEQ8GPVE6TWX33VR5,A18KNHVFKH49RO,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:43:14.140479,,2015-12-01 19:56:35.561058,0,101,
A3GLT78I4NBP4Q:3Z9WI9EOZZONI86BD7ZUYTG9UWYKHB,3Z9WI9EOZZONI86BD7ZUYTG9UWYKHB,A3GLT78I4NBP4Q,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:33:24.48483,,2015-12-01 19:57:59.631914,0,102,
A1DDMNR022JXT2:3K5TEWLKGVB1UEB7ITVM0ES5A7PIVT,3K5TEWLKGVB1UEB7ITVM0ES5A7PIVT,A1DDMNR022JXT2,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 22:13:12.349561,,,0,103,
A10DEO061A6L3O:3P1L2B7AD1P8UVAG2K6LX2QPVIKOL9,3P1L2B7AD1P8UVAG2K6LX2QPVIKOL9,A10DEO061A6L3O,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:39:55.598658,,2015-12-01 20:49:29.449343,0,101,
A11DWAR476IH96:33LK57MYLT57XCJDO2E3PMBO7G0ZS5,33LK57MYLT57XCJDO2E3PMBO7G0ZS5,A11DWAR476IH96,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:21:39.776583,,2015-12-01 23:33:12.708436,0,101,
AQLO2RDFLX3DN:3B2X28YI3WF6SGI0BBVX2Z8TYOC6BF,3B2X28YI3WF6SGI0BBVX2Z8TYOC6BF,AQLO2RDFLX3DN,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:43:20.633923,,2015-12-01 20:59:00.660654,0,101,
A37S96RT1P1IT2:308Q0PEVB8D3X7Y4FSQQ8W38JF49I2,308Q0PEVB8D3X7Y4FSQQ8W38JF49I2,A37S96RT1P1IT2,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:53:54.226549,,2015-12-01 21:04:44.586517,0,101,
AC7Y52C89ZJZW:3I2PTA7R3TU0V15EWXMO778ALJ4KQH,3I2PTA7R3TU0V15EWXMO778ALJ4KQH,AC7Y52C89ZJZW,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:34:07.712747,,2015-12-01 23:56:14.316663,0,101,
A1JGYN4I47HQLC:374TNBHA8BVVF6UV0CNFGFNLJ26QYJ,374TNBHA8BVVF6UV0CNFGFNLJ26QYJ,A1JGYN4I47HQLC,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 01:00:01.212817,,,0,103,
AGQE7OC7E1X4B:3GGAI1SQEVYRROVYCRY92FBX7E6CMS,3GGAI1SQEVYRROVYCRY92FBX7E6CMS,AGQE7OC7E1X4B,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:07:53.868141,,2015-12-04 05:21:23.083445,0,101,
A3B7TNVOISSZ2O:3TPWUS5F891NW0PCGT4WBDDO4CIWCS,3TPWUS5F891NW0PCGT4WBDDO4CIWCS,A3B7TNVOISSZ2O,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-02 00:34:32.871025,,2015-12-02 00:44:42.803725,0,101,
A2DYA1DECAK2DJ:3KMS4QQVK2Q34CF5IHBUV84WELLKFL,3KMS4QQVK2Q34CF5IHBUV84WELLKFL,A2DYA1DECAK2DJ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 00:42:45.169753,,2015-12-04 00:54:34.191522,0,102,
A2LOMBP5KINMT9:3TUI152ZZBNYP0JSONG62SCBCHPQ1D,3TUI152ZZBNYP0JSONG62SCBCHPQ1D,A2LOMBP5KINMT9,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:01:44.025847,,2015-12-03 22:14:10.963742,0,101,
A5LZENCNU4T1V:3U5NZHP4LR2OTZ3RQZ42UA28OAYPHJ,3U5NZHP4LR2OTZ3RQZ42UA28OAYPHJ,A5LZENCNU4T1V,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 21:13:00.274664,,2015-12-03 21:27:29.302898,0,101,
A3BY0MKZAJLHK3:337RC3OW0523KFJD3WSZSUKXRF9VLI,337RC3OW0523KFJD3WSZSUKXRF9VLI,A3BY0MKZAJLHK3,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:02:06.881195,,2015-12-03 22:14:15.712333,0,101,
A3AYTIIF9TZKGV:373ERPL3YO8ZALA13LPGDO5B1N3TRE,373ERPL3YO8ZALA13LPGDO5B1N3TRE,A3AYTIIF9TZKGV,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 04:46:19.108653,,2015-12-04 05:06:13.286083,0,101,
A1QMBQETS86IMS:3WYGZ5XF3WFC8HKRO1BT27NB3BAKSZ,3WYGZ5XF3WFC8HKRO1BT27NB3BAKSZ,A1QMBQETS86IMS,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:01:59.597533,,2015-12-03 22:13:35.575013,0,101,
ARJ6SPCZJVARE:3QXNC7EIPIVSQCHOB21K2S3CXPK90C,3QXNC7EIPIVSQCHOB21K2S3CXPK90C,ARJ6SPCZJVARE,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 00:40:07.358235,,2015-12-04 00:56:02.793361,0,102,
A2QW4UVJNP3Y62:3QECW5O0KH1A5YC36ECDAN0F84TT5C,3QECW5O0KH1A5YC36ECDAN0F84TT5C,A2QW4UVJNP3Y62,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:06:04.477676,,2015-12-03 22:22:31.350766,0,102,
A18NF8979Y607I:31JLPPHS2UURERKRWE2L1GW8V0TO33,31JLPPHS2UURERKRWE2L1GW8V0TO33,A18NF8979Y607I,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 00:59:25.162798,,2015-12-04 01:09:36.365435,0,101,
A26L5SUDNC91RC:3GD6L00D3SX74LL0WU9PLJS62G6M10,3GD6L00D3SX74LL0WU9PLJS62G6M10,A26L5SUDNC91RC,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 02:15:27.973643,,2015-12-04 02:26:25.895457,0,101,
A37LMTGP9S8IE8:3IX2EGZR7BJ5WIEWRRBCBII22KXRJP,3IX2EGZR7BJ5WIEWRRBCBII22KXRJP,A37LMTGP9S8IE8,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 00:50:08.061714,,2015-12-04 01:01:07.14766,0,101,
A1ENTWNZQLZ3K:3GNCZX450IN9JCVDKTUADOF4BFHPAH,3GNCZX450IN9JCVDKTUADOF4BFHPAH,A1ENTWNZQLZ3K,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 01:04:45.408338,,2015-12-04 01:14:48.152661,0,101,
A3RU7ANMLXJQF6:3BWI6RSP7G9N3J8P4C2F9LEAX1OE7C,3BWI6RSP7G9N3J8P4C2F9LEAX1OE7C,A3RU7ANMLXJQF6,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 04:58:39.763603,,2015-12-04 05:08:42.736328,0,101,
A3JP09FBA29ZOR:3KXIR214I4GYPGEQ9U9748LB9W842G,3KXIR214I4GYPGEQ9U9748LB9W842G,A3JP09FBA29ZOR,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:05:25.25173,,2015-12-04 05:17:01.762039,0,101,
A4MR5H90F6GCQ:3URFVVM165INCPBHD7934NTCTIVZU6,3URFVVM165INCPBHD7934NTCTIVZU6,A4MR5H90F6GCQ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:26:50.495992,,2015-12-04 05:39:57.042385,0,101,
A1L65TF43FSZ1N:3WQ3B2KGE8GBLUH355JG73HCRIK1BB,3WQ3B2KGE8GBLUH355JG73HCRIK1BB,A1L65TF43FSZ1N,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 07:48:52.705539,,2015-12-04 08:03:06.890761,0,101,
A3OG6AOS5ZNL7P:3VNL7UK1XFJ27V5SCQPMWZRSYZ4TFV,3VNL7UK1XFJ27V5SCQPMWZRSYZ4TFV,A3OG6AOS5ZNL7P,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 09:02:36.433103,,2015-12-04 09:26:59.38761,0,101,
A3DIRN48SZVNRE:3A1PQ49WVHHLC7KP5XTCTEKAMVRH19,3A1PQ49WVHHLC7KP5XTCTEKAMVRH19,A3DIRN48SZVNRE,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 09:30:45.534144,,,0,103,
AZJH5FFPYC55R:3NC5L260MOMMU30KG93N2PL5ZS5FOF,3NC5L260MOMMU30KG93N2PL5ZS5FOF,AZJH5FFPYC55R,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-05 05:54:11.08615,,2015-12-05 06:09:03.199919,0,101,
A11JJMX5CM4ETF:3TS1AR6UQQEF9X8LZNMLR3ZA92EF76,3TS1AR6UQQEF9X8LZNMLR3ZA92EF76,A11JJMX5CM4ETF,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 09:40:10.961655,,,0,104,
ARJ0E51KXRFOC:336YQZE83VE6S3MJXHB1O95NES1M50,336YQZE83VE6S3MJXHB1O95NES1M50,ARJ0E51KXRFOC,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:40:06.252884,,2015-12-01 18:52:23.23417,0,101,
AUSRJC4YJ4MJE:3KMS4QQVK2Q34CF5IHBUV84WEGNKFD,3KMS4QQVK2Q34CF5IHBUV84WEGNKFD,AUSRJC4YJ4MJE,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 04:10:48.94192,,2015-12-01 04:22:47.905176,0,102,
A3LW9WQOQQMA5V:3SBEHTYCWN3IY86CN4I67DWZSONIYY,3SBEHTYCWN3IY86CN4I67DWZSONIYY,A3LW9WQOQQMA5V,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:32:34.661346,,2015-12-01 19:45:17.103341,0,101,
A2SRXFK73C1QE9:3SB4CE2TJVVESLX46K4R7117DAQAXI,3SB4CE2TJVVESLX46K4R7117DAQAXI,A2SRXFK73C1QE9,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:26:07.613369,,2015-12-01 20:37:16.963106,0,101,
A139ZNAD4NEQQW:3VFJCI1K4ZZV5GOVJLQ9E5QMAOOGRA,3VFJCI1K4ZZV5GOVJLQ9E5QMAOOGRA,A139ZNAD4NEQQW,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:12:37.959247,,2015-12-01 23:23:20.764607,0,101,
A1VYQ8VL4HIP03:34MAJL3QP4NNAYA9DUNCNIQ3E5T340,34MAJL3QP4NNAYA9DUNCNIQ3E5T340,A1VYQ8VL4HIP03,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:29:34.819622,,2015-12-01 20:38:27.059833,0,102,
A5YRC4QT53JRO:3RU7GD8VPOTDJ8H71TG1YO9AXHPPS6,3RU7GD8VPOTDJ8H71TG1YO9AXHPPS6,A5YRC4QT53JRO,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 21:47:02.817276,,2015-12-01 21:58:21.638507,0,101,
AJALV8WOILDPA:3COPXFW7XBCFVP4ZWK7Z72I0GNAPKN,3COPXFW7XBCFVP4ZWK7Z72I0GNAPKN,AJALV8WOILDPA,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:30:50.163705,,2015-12-01 20:40:55.94085,0,101,
